game_id,calling_side,score_diff_pre,elapsed_pre,elapsed_post,wp_caller_pre,wp_caller_post,delta_wp
2024021176,home,-1,3534,3600,0.07005746071989462,0.035321007106373044,-0.034736453613521574
2024021190,home,1,3003,3355,0.8469378269569925,0.9034219125337746,0.056484085576782084
2024021284,home,-1,3520,3600,0.07454015507123143,0.0012259755486056392,-0.0733141795226258
2024020042,home,-1,3512,3600,0.07700037659195022,0.035321007106373044,-0.041679369485577177
2024020086,home,0,3642,3766,0.5220248987850972,0.9702184100346217,0.44819351124952456
2024020148,home,-1,3486,3600,0.0846073970865288,0.0012259755486056392,-0.08338142153792316
2024020187,home,2,1909,2235,0.8777258675299592,0.9018321561207021,0.02410628859074293
2024020272,home,1,2023,2333,0.7496986515446171,0.7729275393935674,0.023228887848950275
2024020324,home,-1,3570,3600,0.05683792504911874,0.035321007106373044,-0.021516917942745697
2024020345,home,-1,3563,3600,0.05969506400658943,0.0012259755486056392,-0.05846908845798379
2024020353,home,-2,391,750,0.22918604115827546,0.2236208168568503,-0.005565224301425142
2024020372,home,-1,3491,3600,0.08318438638311723,0.035321007106373044,-0.04786337927674419
2024020425,home,0,3578,3769,0.5237558175366253,0.9702184100346217,0.44646259249799647
2024020669,home,-1,3535,3866,0.06972722211854648,0.5220248987850972,0.4522976766665507
2024021250,home,-2,3560,3600,0.0037954149603519486,4.114916350330176e-05,-0.0037542657968486466
2024020085,home,-1,3545,3600,0.06633599747928405,0.0012259755486056392,-0.06511002193067841
2024020239,home,1,1715,2025,0.7321406744093161,0.7498297331875866,0.01768905877827054
2024020257,home,0,3431,3693,0.5268033953307463,0.9702184100346217,0.44341501470387545
2024020331,home,-1,3243,3550,0.1424019672803238,0.06457087870497295,-0.07783108857535086
2024020397,home,1,2670,2988,0.8056009447551256,0.5310670355453676,-0.27453390920975795
2024020705,home,1,3410,3600,0.9140236416694005,0.9989719931838715,0.084948351514471
2024020755,home,-1,3542,3600,0.06737146664760663,0.035321007106373044,-0.03205045954123358
2024021171,home,-2,3522,3600,0.00572419160261694,4.114916350330176e-05,-0.005683042439113638
2024020084,home,0,2577,2905,0.5336743130615402,0.833727034343775,0.3000527212822348
2024020603,home,-1,3518,3600,0.07516144015831036,0.0012259755486056392,-0.07393546460970472
2024020900,home,3,3145,3472,0.9955344243697906,0.9270131611660954,-0.06852126320369512
2024020975,home,-1,3561,3600,0.06047732262791614,0.035321007106373044,-0.0251563155215431
2024020131,home,0,1243,1556,0.5395640087769792,0.34038738917525724,-0.19917661960172195
2024020251,home,-2,848,1156,0.2209671335254653,0.20921879735451507,-0.011748336170950224
2024020677,home,-2,3503,3600,0.0067215809094982185,0.035321007106373044,0.028599426196874826
2024021126,home,0,3538,3840,0.5249262817313874,0.5220248987850972,-0.0029013829462902763
2024020009,home,-1,3452,3693,0.09389029304589422,0.035321007106373044,-0.058569285939521175
2024020035,home,1,2046,2353,0.7512201233160782,0.7746387340143343,0.023418610698256015
2024020087,home,-1,1913,2223,0.31758441849610286,0.5355066116674173,0.21792219317131445
2024020102,home,-1,3531,3884,0.07103950685987052,0.5220248987850972,0.45098539192522663
2024020190,home,-1,3552,3600,0.06384968813111473,0.0012259755486056392,-0.0626237125825091
2024020314,home,1,2197,2515,0.761994464270225,0.5340165435607348,-0.2279779207094902
2024020451,home,-1,3573,3600,0.0555451491039535,0.035321007106373044,-0.020224141997580457
2024020627,home,-2,3444,3600,0.010033274491581985,4.114916350330176e-05,-0.009992125328078683
2024020784,home,-1,3573,3600,0.0555451491039535,0.035321007106373044,-0.020224141997580457
2024020834,home,-1,3523,3600,0.07359991025698452,0.0012259755486056392,-0.07237393470837888
2024020843,home,-2,1003,1319,0.2157139930791916,0.10429175200604791,-0.11142224107314368
2024020853,home,-2,3485,3600,0.007695808296094068,4.114916350330176e-05,-0.007654659132590766
2024020923,home,-2,3515,3600,0.006088220664232898,0.0012259755486056392,-0.004862245115627259
